1,-1
2,-1
3,-1
4,1
5,1
6,0
7,-1
8,0
9,-1
10,-6
11,-6
12,0
13,-7
14,-11
15,-6
16,-2
17,0
18,-2
19,-3
20,-5
21,-4
22,-5
23,-6
24,-4
25,-6
26,-2
27,0
28,-4
29,-10
30,-12
31,-13
